Region	Country	State	City	Month	Day	Year	dt	temp	t_imp
North America	US	Hawaii	Honolulu	1	1	1995	1995-01-01	71.3	71.3
North America	US	Hawaii	Honolulu	1	2	1995	1995-01-02	72.5	72.5
North America	US	Hawaii	Honolulu	1	3	1995	1995-01-03	73.2	73.2
North America	US	Hawaii	Honolulu	1	4	1995	1995-01-04	71.9	71.9
North America	US	Hawaii	Honolulu	1	5	1995	1995-01-05	70.4	70.4
North America	US	Hawaii	Honolulu	1	6	1995	1995-01-06	73.6	73.6
North America	US	Hawaii	Honolulu	1	7	1995	1995-01-07	68.7	68.7
North America	US	Hawaii	Honolulu	1	8	1995	1995-01-08	69.5	69.5
North America	US	Hawaii	Honolulu	1	9	1995	1995-01-09	71	71
North America	US	Hawaii	Honolulu	1	10	1995	1995-01-10	72.9	72.9
North America	US	Hawaii	Honolulu	1	11	1995	1995-01-11	76.2	76.2
North America	US	Hawaii	Honolulu	1	12	1995	1995-01-12	73.9	73.9
North America	US	Hawaii	Honolulu	1	13	1995	1995-01-13	72.5	72.5
North America	US	Hawaii	Honolulu	1	14	1995	1995-01-14	73.9	73.9
North America	US	Hawaii	Honolulu	1	15	1995	1995-01-15	73.1	73.1
North America	US	Hawaii	Honolulu	1	16	1995	1995-01-16	74.1	74.1
North America	US	Hawaii	Honolulu	1	17	1995	1995-01-17	75.3	75.3
North America	US	Hawaii	Honolulu	1	18	1995	1995-01-18	74.4	74.4
North America	US	Hawaii	Honolulu	1	19	1995	1995-01-19	73.6	73.6
North America	US	Hawaii	Honolulu	1	20	1995	1995-01-20	72.5	72.5
North America	US	Hawaii	Honolulu	1	21	1995	1995-01-21	72.4	72.4
North America	US	Hawaii	Honolulu	1	22	1995	1995-01-22	75.7	75.7
North America	US	Hawaii	Honolulu	1	23	1995	1995-01-23	76.1	76.1
North America	US	Hawaii	Honolulu	1	24	1995	1995-01-24	73.9	73.9
North America	US	Hawaii	Honolulu	1	25	1995	1995-01-25	72.1	72.1
North America	US	Hawaii	Honolulu	1	26	1995	1995-01-26	76.6	76.6
North America	US	Hawaii	Honolulu	1	27	1995	1995-01-27	74.8	74.8
North America	US	Hawaii	Honolulu	1	28	1995	1995-01-28	77	77
North America	US	Hawaii	Honolulu	1	29	1995	1995-01-29	77.4	77.4
North America	US	Hawaii	Honolulu	1	30	1995	1995-01-30	77.9	77.9
North America	US	Hawaii	Honolulu	1	31	1995	1995-01-31	73.4	73.4
North America	US	Hawaii	Honolulu	2	1	1995	1995-02-01	75.1	75.1
North America	US	Hawaii	Honolulu	2	2	1995	1995-02-02	73.2	73.2
North America	US	Hawaii	Honolulu	2	3	1995	1995-02-03	73.8	73.8
North America	US	Hawaii	Honolulu	2	4	1995	1995-02-04	74.1	74.1
North America	US	Hawaii	Honolulu	2	5	1995	1995-02-05	72.9	72.9
North America	US	Hawaii	Honolulu	2	6	1995	1995-02-06	74.6	74.6
North America	US	Hawaii	Honolulu	2	7	1995	1995-02-07	68.9	68.9
North America	US	Hawaii	Honolulu	2	8	1995	1995-02-08	67.4	67.4
North America	US	Hawaii	Honolulu	2	9	1995	1995-02-09	70.2	70.2
North America	US	Hawaii	Honolulu	2	10	1995	1995-02-10	74.9	74.9
North America	US	Hawaii	Honolulu	2	11	1995	1995-02-11	69.4	69.4
North America	US	Hawaii	Honolulu	2	12	1995	1995-02-12	65.7	65.7
North America	US	Hawaii	Honolulu	2	13	1995	1995-02-13	73.9	73.9
North America	US	Hawaii	Honolulu	2	14	1995	1995-02-14	71.9	71.9
North America	US	Hawaii	Honolulu	2	15	1995	1995-02-15	70.1	70.1
North America	US	Hawaii	Honolulu	2	16	1995	1995-02-16	73.5	73.5
North America	US	Hawaii	Honolulu	2	17	1995	1995-02-17	76.5	76.5
North America	US	Hawaii	Honolulu	2	18	1995	1995-02-18	76.9	76.9
North America	US	Hawaii	Honolulu	2	19	1995	1995-02-19	74.8	74.8
North America	US	Hawaii	Honolulu	2	20	1995	1995-02-20	73.2	73.2
North America	US	Hawaii	Honolulu	2	21	1995	1995-02-21	74.8	74.8
North America	US	Hawaii	Honolulu	2	22	1995	1995-02-22	73.9	73.9
North America	US	Hawaii	Honolulu	2	23	1995	1995-02-23	75.4	75.4
North America	US	Hawaii	Honolulu	2	24	1995	1995-02-24	74.7	74.7
North America	US	Hawaii	Honolulu	2	25	1995	1995-02-25	74.3	74.3
North America	US	Hawaii	Honolulu	2	26	1995	1995-02-26	73	73
North America	US	Hawaii	Honolulu	2	27	1995	1995-02-27	73.1	73.1
North America	US	Hawaii	Honolulu	2	28	1995	1995-02-28	74.3	74.3
North America	US	Hawaii	Honolulu	3	1	1995	1995-03-01	74.3	74.3
North America	US	Hawaii	Honolulu	3	2	1995	1995-03-02	73.9	73.9
North America	US	Hawaii	Honolulu	3	3	1995	1995-03-03	74.1	74.1
North America	US	Hawaii	Honolulu	3	4	1995	1995-03-04	73.6	73.6
North America	US	Hawaii	Honolulu	3	5	1995	1995-03-05	76.3	76.3
North America	US	Hawaii	Honolulu	3	6	1995	1995-03-06	72.9	72.9
North America	US	Hawaii	Honolulu	3	7	1995	1995-03-07	72.6	72.6
North America	US	Hawaii	Honolulu	3	8	1995	1995-03-08	74.4	74.4
North America	US	Hawaii	Honolulu	3	9	1995	1995-03-09	75.5	75.5
North America	US	Hawaii	Honolulu	3	10	1995	1995-03-10	71.5	71.5
North America	US	Hawaii	Honolulu	3	11	1995	1995-03-11	76.4	76.4
North America	US	Hawaii	Honolulu	3	12	1995	1995-03-12	76.8	76.8
North America	US	Hawaii	Honolulu	3	13	1995	1995-03-13	75	75
North America	US	Hawaii	Honolulu	3	14	1995	1995-03-14	74	74
North America	US	Hawaii	Honolulu	3	15	1995	1995-03-15	73.7	73.7
North America	US	Hawaii	Honolulu	3	16	1995	1995-03-16	73.6	73.6
North America	US	Hawaii	Honolulu	3	17	1995	1995-03-17	74.9	74.9
North America	US	Hawaii	Honolulu	3	18	1995	1995-03-18	74.7	74.7
North America	US	Hawaii	Honolulu	3	19	1995	1995-03-19	77.2	77.2
North America	US	Hawaii	Honolulu	3	20	1995	1995-03-20	78.4	78.4
North America	US	Hawaii	Honolulu	3	21	1995	1995-03-21	76.2	76.2
North America	US	Hawaii	Honolulu	3	22	1995	1995-03-22	74.8	74.8
North America	US	Hawaii	Honolulu	3	23	1995	1995-03-23	75.6	75.6
North America	US	Hawaii	Honolulu	3	24	1995	1995-03-24	75.8	75.8
North America	US	Hawaii	Honolulu	3	25	1995	1995-03-25	76.4	76.4
North America	US	Hawaii	Honolulu	3	26	1995	1995-03-26	76	76
North America	US	Hawaii	Honolulu	3	27	1995	1995-03-27	76	76
North America	US	Hawaii	Honolulu	3	28	1995	1995-03-28	75.4	75.4
North America	US	Hawaii	Honolulu	3	29	1995	1995-03-29	74.4	74.4
North America	US	Hawaii	Honolulu	3	30	1995	1995-03-30	74.8	74.8
North America	US	Hawaii	Honolulu	3	31	1995	1995-03-31	74.6	74.6
North America	US	Hawaii	Honolulu	4	1	1995	1995-04-01	75.3	75.3
North America	US	Hawaii	Honolulu	4	2	1995	1995-04-02	74.9	74.9
North America	US	Hawaii	Honolulu	4	3	1995	1995-04-03	72.5	72.5
North America	US	Hawaii	Honolulu	4	4	1995	1995-04-04	74	74
North America	US	Hawaii	Honolulu	4	5	1995	1995-04-05	75.3	75.3
North America	US	Hawaii	Honolulu	4	6	1995	1995-04-06	77.1	77.1
North America	US	Hawaii	Honolulu	4	7	1995	1995-04-07	76.8	76.8
North America	US	Hawaii	Honolulu	4	8	1995	1995-04-08	76.4	76.4
North America	US	Hawaii	Honolulu	4	9	1995	1995-04-09	78.3	78.3
North America	US	Hawaii	Honolulu	4	10	1995	1995-04-10	78.3	78.3
North America	US	Hawaii	Honolulu	4	11	1995	1995-04-11	79.1	79.1
North America	US	Hawaii	Honolulu	4	12	1995	1995-04-12	78.1	78.1
North America	US	Hawaii	Honolulu	4	13	1995	1995-04-13	77.2	77.2
North America	US	Hawaii	Honolulu	4	14	1995	1995-04-14	78.2	78.2
North America	US	Hawaii	Honolulu	4	15	1995	1995-04-15	76.7	76.7
North America	US	Hawaii	Honolulu	4	16	1995	1995-04-16	77.1	77.1
North America	US	Hawaii	Honolulu	4	17	1995	1995-04-17	77.9	77.9
North America	US	Hawaii	Honolulu	4	18	1995	1995-04-18	77.1	77.1
North America	US	Hawaii	Honolulu	4	19	1995	1995-04-19	77.3	77.3
North America	US	Hawaii	Honolulu	4	20	1995	1995-04-20	76.5	76.5
North America	US	Hawaii	Honolulu	4	21	1995	1995-04-21	76.2	76.2
North America	US	Hawaii	Honolulu	4	22	1995	1995-04-22	74.8	74.8
North America	US	Hawaii	Honolulu	4	23	1995	1995-04-23	73.6	73.6
North America	US	Hawaii	Honolulu	4	24	1995	1995-04-24	74.6	74.6
North America	US	Hawaii	Honolulu	4	25	1995	1995-04-25	72.5	72.5
North America	US	Hawaii	Honolulu	4	26	1995	1995-04-26	72.3	72.3
North America	US	Hawaii	Honolulu	4	27	1995	1995-04-27	71.6	71.6
North America	US	Hawaii	Honolulu	4	28	1995	1995-04-28	71.6	71.6
North America	US	Hawaii	Honolulu	4	29	1995	1995-04-29	69.7	69.7
North America	US	Hawaii	Honolulu	4	30	1995	1995-04-30	71.6	71.6
North America	US	Hawaii	Honolulu	5	1	1995	1995-05-01	71.5	71.5
North America	US	Hawaii	Honolulu	5	2	1995	1995-05-02	74.4	74.4
North America	US	Hawaii	Honolulu	5	3	1995	1995-05-03	76.8	76.8
North America	US	Hawaii	Honolulu	5	4	1995	1995-05-04	78.6	78.6
North America	US	Hawaii	Honolulu	5	5	1995	1995-05-05	79.5	79.5
North America	US	Hawaii	Honolulu	5	6	1995	1995-05-06	78	78
North America	US	Hawaii	Honolulu	5	7	1995	1995-05-07	73.3	73.3
North America	US	Hawaii	Honolulu	5	8	1995	1995-05-08	74.6	74.6
North America	US	Hawaii	Honolulu	5	9	1995	1995-05-09	76.4	76.4
North America	US	Hawaii	Honolulu	5	10	1995	1995-05-10	77.5	77.5
North America	US	Hawaii	Honolulu	5	11	1995	1995-05-11	78	78
North America	US	Hawaii	Honolulu	5	12	1995	1995-05-12	78.3	78.3
North America	US	Hawaii	Honolulu	5	13	1995	1995-05-13	78.9	78.9
North America	US	Hawaii	Honolulu	5	14	1995	1995-05-14	79	79
North America	US	Hawaii	Honolulu	5	15	1995	1995-05-15	77.7	77.7
North America	US	Hawaii	Honolulu	5	16	1995	1995-05-16	77.3	77.3
North America	US	Hawaii	Honolulu	5	17	1995	1995-05-17	77.4	77.4
North America	US	Hawaii	Honolulu	5	18	1995	1995-05-18	76.6	76.6
North America	US	Hawaii	Honolulu	5	19	1995	1995-05-19	75.8	75.8
North America	US	Hawaii	Honolulu	5	20	1995	1995-05-20	75.1	75.1
North America	US	Hawaii	Honolulu	5	21	1995	1995-05-21	75.9	75.9
North America	US	Hawaii	Honolulu	5	22	1995	1995-05-22	75.9	75.9
North America	US	Hawaii	Honolulu	5	23	1995	1995-05-23	80.4	80.4
North America	US	Hawaii	Honolulu	5	24	1995	1995-05-24	80.6	80.6
North America	US	Hawaii	Honolulu	5	25	1995	1995-05-25	78.7	78.7
North America	US	Hawaii	Honolulu	5	26	1995	1995-05-26	78.4	78.4
North America	US	Hawaii	Honolulu	5	27	1995	1995-05-27	79.7	79.7
North America	US	Hawaii	Honolulu	5	28	1995	1995-05-28	79.2	79.2
North America	US	Hawaii	Honolulu	5	29	1995	1995-05-29	79.6	79.6
North America	US	Hawaii	Honolulu	5	30	1995	1995-05-30	79.3	79.3
North America	US	Hawaii	Honolulu	5	31	1995	1995-05-31	79.4	79.4
North America	US	Hawaii	Honolulu	6	1	1995	1995-06-01	79.7	79.7
North America	US	Hawaii	Honolulu	6	2	1995	1995-06-02	78.5	78.5
North America	US	Hawaii	Honolulu	6	3	1995	1995-06-03	79.4	79.4
North America	US	Hawaii	Honolulu	6	4	1995	1995-06-04	79.4	79.4
North America	US	Hawaii	Honolulu	6	5	1995	1995-06-05	79.1	79.1
North America	US	Hawaii	Honolulu	6	6	1995	1995-06-06	80.1	80.1
North America	US	Hawaii	Honolulu	6	7	1995	1995-06-07	79.7	79.7
North America	US	Hawaii	Honolulu	6	8	1995	1995-06-08	80.2	80.2
North America	US	Hawaii	Honolulu	6	9	1995	1995-06-09	80.6	80.6
North America	US	Hawaii	Honolulu	6	10	1995	1995-06-10	79.9	79.9
North America	US	Hawaii	Honolulu	6	11	1995	1995-06-11	80.1	80.1
North America	US	Hawaii	Honolulu	6	12	1995	1995-06-12	79.9	79.9
North America	US	Hawaii	Honolulu	6	13	1995	1995-06-13	79.2	79.2
North America	US	Hawaii	Honolulu	6	14	1995	1995-06-14	79.8	79.8
North America	US	Hawaii	Honolulu	6	15	1995	1995-06-15	81.1	81.1
North America	US	Hawaii	Honolulu	6	16	1995	1995-06-16	80.6	80.6
North America	US	Hawaii	Honolulu	6	17	1995	1995-06-17	80.9	80.9
North America	US	Hawaii	Honolulu	6	18	1995	1995-06-18	81	81
North America	US	Hawaii	Honolulu	6	19	1995	1995-06-19	81.1	81.1
North America	US	Hawaii	Honolulu	6	20	1995	1995-06-20	80.4	80.4
North America	US	Hawaii	Honolulu	6	21	1995	1995-06-21	80	80
North America	US	Hawaii	Honolulu	6	22	1995	1995-06-22	79.2	79.2
North America	US	Hawaii	Honolulu	6	23	1995	1995-06-23	80.3	80.3
North America	US	Hawaii	Honolulu	6	24	1995	1995-06-24	80.6	80.6
North America	US	Hawaii	Honolulu	6	25	1995	1995-06-25	81.2	81.2
North America	US	Hawaii	Honolulu	6	26	1995	1995-06-26	80.2	80.2
North America	US	Hawaii	Honolulu	6	27	1995	1995-06-27	80.6	80.6
North America	US	Hawaii	Honolulu	6	28	1995	1995-06-28	80.8	80.8
North America	US	Hawaii	Honolulu	6	29	1995	1995-06-29	82.1	82.1
North America	US	Hawaii	Honolulu	6	30	1995	1995-06-30	81.3	81.3
North America	US	Hawaii	Honolulu	7	1	1995	1995-07-01	81.2	81.2
North America	US	Hawaii	Honolulu	7	2	1995	1995-07-02	80.7	80.7
North America	US	Hawaii	Honolulu	7	3	1995	1995-07-03	81.5	81.5
North America	US	Hawaii	Honolulu	7	4	1995	1995-07-04	79.7	79.7
North America	US	Hawaii	Honolulu	7	5	1995	1995-07-05	82.2	82.2
North America	US	Hawaii	Honolulu	7	6	1995	1995-07-06	82.1	82.1
North America	US	Hawaii	Honolulu	7	7	1995	1995-07-07	82.2	82.2
North America	US	Hawaii	Honolulu	7	8	1995	1995-07-08	82	82
North America	US	Hawaii	Honolulu	7	9	1995	1995-07-09	82.2	82.2
North America	US	Hawaii	Honolulu	7	10	1995	1995-07-10	80.6	80.6
North America	US	Hawaii	Honolulu	7	11	1995	1995-07-11	82	82
North America	US	Hawaii	Honolulu	7	12	1995	1995-07-12	81.7	81.7
North America	US	Hawaii	Honolulu	7	13	1995	1995-07-13	82.3	82.3
North America	US	Hawaii	Honolulu	7	14	1995	1995-07-14	81.5	81.5
North America	US	Hawaii	Honolulu	7	15	1995	1995-07-15	83.6	83.6
North America	US	Hawaii	Honolulu	7	16	1995	1995-07-16	83.7	83.7
North America	US	Hawaii	Honolulu	7	17	1995	1995-07-17	82.9	82.9
North America	US	Hawaii	Honolulu	7	18	1995	1995-07-18	80.3	80.3
North America	US	Hawaii	Honolulu	7	19	1995	1995-07-19	81.7	81.7
North America	US	Hawaii	Honolulu	7	20	1995	1995-07-20	83.1	83.1
North America	US	Hawaii	Honolulu	7	21	1995	1995-07-21	82.6	82.6
North America	US	Hawaii	Honolulu	7	22	1995	1995-07-22	82.2	82.2
North America	US	Hawaii	Honolulu	7	23	1995	1995-07-23	81.5	81.5
North America	US	Hawaii	Honolulu	7	24	1995	1995-07-24	81	81
North America	US	Hawaii	Honolulu	7	25	1995	1995-07-25	83	83
North America	US	Hawaii	Honolulu	7	26	1995	1995-07-26	82.5	82.5
North America	US	Hawaii	Honolulu	7	27	1995	1995-07-27	82.9	82.9
North America	US	Hawaii	Honolulu	7	28	1995	1995-07-28	82	82
North America	US	Hawaii	Honolulu	7	29	1995	1995-07-29	81.8	81.8
North America	US	Hawaii	Honolulu	7	30	1995	1995-07-30	82.4	82.4
North America	US	Hawaii	Honolulu	7	31	1995	1995-07-31	82.2	82.2
North America	US	Hawaii	Honolulu	8	1	1995	1995-08-01	82	82
North America	US	Hawaii	Honolulu	8	2	1995	1995-08-02	82.7	82.7
North America	US	Hawaii	Honolulu	8	3	1995	1995-08-03	82.3	82.3
North America	US	Hawaii	Honolulu	8	4	1995	1995-08-04	82.5	82.5
North America	US	Hawaii	Honolulu	8	5	1995	1995-08-05	83.5	83.5
North America	US	Hawaii	Honolulu	8	6	1995	1995-08-06	82.8	82.8
North America	US	Hawaii	Honolulu	8	7	1995	1995-08-07	82.7	82.7
North America	US	Hawaii	Honolulu	8	8	1995	1995-08-08	83.2	83.2
North America	US	Hawaii	Honolulu	8	9	1995	1995-08-09	80.8	80.8
North America	US	Hawaii	Honolulu	8	10	1995	1995-08-10	81	81
North America	US	Hawaii	Honolulu	8	11	1995	1995-08-11	79.7	79.7
North America	US	Hawaii	Honolulu	8	12	1995	1995-08-12	81.7	81.7
North America	US	Hawaii	Honolulu	8	13	1995	1995-08-13	82	82
North America	US	Hawaii	Honolulu	8	14	1995	1995-08-14	81.1	81.1
North America	US	Hawaii	Honolulu	8	15	1995	1995-08-15	81.2	81.2
North America	US	Hawaii	Honolulu	8	16	1995	1995-08-16	80.4	80.4
North America	US	Hawaii	Honolulu	8	17	1995	1995-08-17	81.4	81.4
North America	US	Hawaii	Honolulu	8	18	1995	1995-08-18	81.9	81.9
North America	US	Hawaii	Honolulu	8	19	1995	1995-08-19	82.4	82.4
North America	US	Hawaii	Honolulu	8	20	1995	1995-08-20	82.6	82.6
North America	US	Hawaii	Honolulu	8	21	1995	1995-08-21	82.8	82.8
North America	US	Hawaii	Honolulu	8	22	1995	1995-08-22	82.7	82.7
North America	US	Hawaii	Honolulu	8	23	1995	1995-08-23	83.1	83.1
North America	US	Hawaii	Honolulu	8	24	1995	1995-08-24	83.8	83.8
North America	US	Hawaii	Honolulu	8	25	1995	1995-08-25	82.6	82.6
North America	US	Hawaii	Honolulu	8	26	1995	1995-08-26	81.5	81.5
North America	US	Hawaii	Honolulu	8	27	1995	1995-08-27	82.2	82.2
North America	US	Hawaii	Honolulu	8	28	1995	1995-08-28	82.6	82.6
North America	US	Hawaii	Honolulu	8	29	1995	1995-08-29	82.3	82.3
North America	US	Hawaii	Honolulu	8	30	1995	1995-08-30	83	83
North America	US	Hawaii	Honolulu	8	31	1995	1995-08-31	82.5	82.5
North America	US	Hawaii	Honolulu	9	1	1995	1995-09-01	82	82
North America	US	Hawaii	Honolulu	9	2	1995	1995-09-02	81.8	81.8
North America	US	Hawaii	Honolulu	9	3	1995	1995-09-03	81.8	81.8
North America	US	Hawaii	Honolulu	9	4	1995	1995-09-04	82.4	82.4
North America	US	Hawaii	Honolulu	9	5	1995	1995-09-05	82.1	82.1
North America	US	Hawaii	Honolulu	9	6	1995	1995-09-06	80.7	80.7
North America	US	Hawaii	Honolulu	9	7	1995	1995-09-07	80.8	80.8
North America	US	Hawaii	Honolulu	9	8	1995	1995-09-08	81.6	81.6
North America	US	Hawaii	Honolulu	9	9	1995	1995-09-09	82.2	82.2
North America	US	Hawaii	Honolulu	9	10	1995	1995-09-10	82.2	82.2
North America	US	Hawaii	Honolulu	9	11	1995	1995-09-11	80.3	80.3
North America	US	Hawaii	Honolulu	9	12	1995	1995-09-12	80.7	80.7
North America	US	Hawaii	Honolulu	9	13	1995	1995-09-13	81.4	81.4
North America	US	Hawaii	Honolulu	9	14	1995	1995-09-14	82.1	82.1
North America	US	Hawaii	Honolulu	9	15	1995	1995-09-15	83	83
North America	US	Hawaii	Honolulu	9	16	1995	1995-09-16	82.9	82.9
North America	US	Hawaii	Honolulu	9	17	1995	1995-09-17	83.5	83.5
North America	US	Hawaii	Honolulu	9	18	1995	1995-09-18	83.4	83.4
North America	US	Hawaii	Honolulu	9	19	1995	1995-09-19	84	84
North America	US	Hawaii	Honolulu	9	20	1995	1995-09-20	83.3	83.3
North America	US	Hawaii	Honolulu	9	21	1995	1995-09-21	82.5	82.5
North America	US	Hawaii	Honolulu	9	22	1995	1995-09-22	82.8	82.8
North America	US	Hawaii	Honolulu	9	23	1995	1995-09-23	82.8	82.8
North America	US	Hawaii	Honolulu	9	24	1995	1995-09-24	83.3	83.3
North America	US	Hawaii	Honolulu	9	25	1995	1995-09-25	83.3	83.3
North America	US	Hawaii	Honolulu	9	26	1995	1995-09-26	84	84
North America	US	Hawaii	Honolulu	9	27	1995	1995-09-27	83	83
North America	US	Hawaii	Honolulu	9	28	1995	1995-09-28	83.6	83.6
North America	US	Hawaii	Honolulu	9	29	1995	1995-09-29	81.9	81.9
North America	US	Hawaii	Honolulu	9	30	1995	1995-09-30	82.2	82.2
North America	US	Hawaii	Honolulu	10	1	1995	1995-10-01	83.4	83.4
North America	US	Hawaii	Honolulu	10	2	1995	1995-10-02	83	83
North America	US	Hawaii	Honolulu	10	3	1995	1995-10-03	82.7	82.7
North America	US	Hawaii	Honolulu	10	4	1995	1995-10-04	82.2	82.2
North America	US	Hawaii	Honolulu	10	5	1995	1995-10-05	82.4	82.4
North America	US	Hawaii	Honolulu	10	6	1995	1995-10-06	82.1	82.1
North America	US	Hawaii	Honolulu	10	7	1995	1995-10-07	80.5	80.5
North America	US	Hawaii	Honolulu	10	8	1995	1995-10-08	79.7	79.7
North America	US	Hawaii	Honolulu	10	9	1995	1995-10-09	81.8	81.8
North America	US	Hawaii	Honolulu	10	10	1995	1995-10-10	81.5	81.5
North America	US	Hawaii	Honolulu	10	11	1995	1995-10-11	81.4	81.4
North America	US	Hawaii	Honolulu	10	12	1995	1995-10-12	81.7	81.7
North America	US	Hawaii	Honolulu	10	13	1995	1995-10-13	82.1	82.1
North America	US	Hawaii	Honolulu	10	14	1995	1995-10-14	81.8	81.8
North America	US	Hawaii	Honolulu	10	15	1995	1995-10-15	81.4	81.4
North America	US	Hawaii	Honolulu	10	16	1995	1995-10-16	82.6	82.6
North America	US	Hawaii	Honolulu	10	17	1995	1995-10-17	82.5	82.5
North America	US	Hawaii	Honolulu	10	18	1995	1995-10-18	82.1	82.1
North America	US	Hawaii	Honolulu	10	19	1995	1995-10-19	82	82
North America	US	Hawaii	Honolulu	10	20	1995	1995-10-20	81.4	81.4
North America	US	Hawaii	Honolulu	10	21	1995	1995-10-21	81.9	81.9
North America	US	Hawaii	Honolulu	10	22	1995	1995-10-22	81.6	81.6
North America	US	Hawaii	Honolulu	10	23	1995	1995-10-23	82.1	82.1
North America	US	Hawaii	Honolulu	10	24	1995	1995-10-24	81.3	81.3
North America	US	Hawaii	Honolulu	10	25	1995	1995-10-25	81.3	81.3
North America	US	Hawaii	Honolulu	10	26	1995	1995-10-26	80.8	80.8
North America	US	Hawaii	Honolulu	10	27	1995	1995-10-27	79	79
North America	US	Hawaii	Honolulu	10	28	1995	1995-10-28	77.8	77.8
North America	US	Hawaii	Honolulu	10	29	1995	1995-10-29	77.3	77.3
North America	US	Hawaii	Honolulu	10	30	1995	1995-10-30	78.6	78.6
North America	US	Hawaii	Honolulu	10	31	1995	1995-10-31	77.3	77.3
North America	US	Hawaii	Honolulu	11	1	1995	1995-11-01	78.4	78.4
North America	US	Hawaii	Honolulu	11	2	1995	1995-11-02	80.3	80.3
North America	US	Hawaii	Honolulu	11	3	1995	1995-11-03	82.8	82.8
North America	US	Hawaii	Honolulu	11	4	1995	1995-11-04	80.5	80.5
North America	US	Hawaii	Honolulu	11	5	1995	1995-11-05	81	81
North America	US	Hawaii	Honolulu	11	6	1995	1995-11-06	79.7	79.7
North America	US	Hawaii	Honolulu	11	7	1995	1995-11-07	79.4	79.4
North America	US	Hawaii	Honolulu	11	8	1995	1995-11-08	79.5	79.5
North America	US	Hawaii	Honolulu	11	9	1995	1995-11-09	81.2	81.2
North America	US	Hawaii	Honolulu	11	10	1995	1995-11-10	82	82
North America	US	Hawaii	Honolulu	11	11	1995	1995-11-11	81.5	81.5
North America	US	Hawaii	Honolulu	11	12	1995	1995-11-12	78.7	78.7
North America	US	Hawaii	Honolulu	11	13	1995	1995-11-13	75.7	75.7
North America	US	Hawaii	Honolulu	11	14	1995	1995-11-14	76	76
North America	US	Hawaii	Honolulu	11	15	1995	1995-11-15	78.1	78.1
North America	US	Hawaii	Honolulu	11	16	1995	1995-11-16	77.5	77.5
North America	US	Hawaii	Honolulu	11	17	1995	1995-11-17	79.6	79.6
North America	US	Hawaii	Honolulu	11	18	1995	1995-11-18	80.7	80.7
North America	US	Hawaii	Honolulu	11	19	1995	1995-11-19	81	81
North America	US	Hawaii	Honolulu	11	20	1995	1995-11-20	77.8	77.8
North America	US	Hawaii	Honolulu	11	21	1995	1995-11-21	78	78
North America	US	Hawaii	Honolulu	11	22	1995	1995-11-22	77.2	77.2
North America	US	Hawaii	Honolulu	11	23	1995	1995-11-23	77.7	77.7
North America	US	Hawaii	Honolulu	11	24	1995	1995-11-24	77	77
North America	US	Hawaii	Honolulu	11	25	1995	1995-11-25	80.7	80.7
North America	US	Hawaii	Honolulu	11	26	1995	1995-11-26	81	81
North America	US	Hawaii	Honolulu	11	27	1995	1995-11-27	81	81
North America	US	Hawaii	Honolulu	11	28	1995	1995-11-28	78.5	78.5
North America	US	Hawaii	Honolulu	11	29	1995	1995-11-29	79	79
North America	US	Hawaii	Honolulu	11	30	1995	1995-11-30	79.3	79.3
North America	US	Hawaii	Honolulu	12	1	1995	1995-12-01	78.8	78.8
North America	US	Hawaii	Honolulu	12	2	1995	1995-12-02	77.5	77.5
North America	US	Hawaii	Honolulu	12	3	1995	1995-12-03	78.2	78.2
North America	US	Hawaii	Honolulu	12	4	1995	1995-12-04	78.3	78.3
North America	US	Hawaii	Honolulu	12	5	1995	1995-12-05	77.2	77.2
North America	US	Hawaii	Honolulu	12	6	1995	1995-12-06	80.7	80.7
North America	US	Hawaii	Honolulu	12	7	1995	1995-12-07	81	81
North America	US	Hawaii	Honolulu	12	8	1995	1995-12-08	81.4	81.4
North America	US	Hawaii	Honolulu	12	9	1995	1995-12-09	81.6	81.6
North America	US	Hawaii	Honolulu	12	10	1995	1995-12-10	81.4	81.4
North America	US	Hawaii	Honolulu	12	11	1995	1995-12-11	78.9	78.9
North America	US	Hawaii	Honolulu	12	12	1995	1995-12-12	78.4	78.4
North America	US	Hawaii	Honolulu	12	13	1995	1995-12-13	81	81
North America	US	Hawaii	Honolulu	12	14	1995	1995-12-14	80.5	80.5
North America	US	Hawaii	Honolulu	12	15	1995	1995-12-15	79.9	79.9
North America	US	Hawaii	Honolulu	12	16	1995	1995-12-16	79	79
North America	US	Hawaii	Honolulu	12	17	1995	1995-12-17	79.6	79.6
North America	US	Hawaii	Honolulu	12	18	1995	1995-12-18	79.4	79.4
North America	US	Hawaii	Honolulu	12	19	1995	1995-12-19	77.7	77.7
North America	US	Hawaii	Honolulu	12	20	1995	1995-12-20	75.9	75.9
North America	US	Hawaii	Honolulu	12	21	1995	1995-12-21	75.6	75.6
North America	US	Hawaii	Honolulu	12	22	1995	1995-12-22	75.4	75.4
North America	US	Hawaii	Honolulu	12	23	1995	1995-12-23	77.3	77.3
North America	US	Hawaii	Honolulu	12	24	1995	1995-12-24	76.7	76.7
North America	US	Hawaii	Honolulu	12	25	1995	1995-12-25	77.2	77.2
North America	US	Hawaii	Honolulu	12	26	1995	1995-12-26	77.8	77.8
North America	US	Hawaii	Honolulu	12	27	1995	1995-12-27	76	76
North America	US	Hawaii	Honolulu	12	28	1995	1995-12-28	76.7	76.7
